,LOAN_ID,TRANSFER_TS
6606,1877271,2015-02-28
6618,1877541,2015-03-01
6624,1877621,2015-02-27
6626,1877701,2015-02-27
6630,1878231,2015-02-26
6633,1878451,2015-02-28
6636,1878721,2015-02-27
6639,1878871,2015-02-28
6644,1879061,2015-02-27
6646,1879091,2015-02-27
6653,1879331,2015-02-27
6660,1880001,2015-02-27
6661,1880061,2015-02-27
6666,1880901,2015-02-28
6672,1881071,2015-02-27
6676,1881231,2015-03-01
6682,1881431,2015-02-27
6688,1881571,2015-02-27
6692,1881621,2015-02-27
6698,1881661,2015-02-27
6704,1881811,2015-02-28
6709,1881821,2015-02-27
6710,1882001,2015-03-02
6715,1882021,2015-02-27
6724,1882061,2015-02-27
6736,1882171,2015-02-28
6742,1882271,2015-03-19
6748,1882341,2015-02-28
6755,1882401,2015-03-03
6759,1882581,2015-02-28
6771,1882601,2015-02-28
6783,1882921,2015-03-02
6795,1882971,2015-03-02
6799,1883281,2015-02-28
6806,1883701,2015-02-28
6809,1884051,2015-02-28
6821,1884321,2015-02-28
6833,1884381,2015-02-28
6845,1884431,2015-03-03
6851,1884581,2015-03-02
6863,1884711,2015-03-02
6870,1885101,2015-02-28
6882,1885291,2015-03-03
6888,1885351,2015-03-04
6894,1885741,2015-02-28
6906,1885751,2015-02-28
6912,1886031,2015-03-04
6924,1886461,2015-03-05
6930,1886651,2015-03-03
6936,1886741,2015-03-03
6943,1887021,2015-03-03
6947,1887241,2015-03-02
6948,1887561,2015-03-02
6954,1887601,2015-03-06
6964,1889811,2015-03-02
6967,1890121,2015-03-02
6974,1890961,2015-03-03
6981,1891881,2015-03-05
6993,1891991,2015-03-03
6999,1892161,2015-03-03
7006,1892851,2015-03-02
7012,1892891,2015-03-04
7018,1892951,2015-03-03
7028,1893071,2015-03-09
7040,1893241,2015-03-02
7044,1893651,2015-03-04
7049,1893811,2015-03-08
7055,1893841,2015-03-02
7067,1894071,2015-03-04
7073,1894951,2015-03-02
7079,1894961,2015-03-02
7083,1895151,2015-03-03
7089,1895171,2015-03-02
7092,1895271,2015-03-14
7097,1895401,2015-03-02
7109,1895511,2015-03-02
7112,1895801,2015-03-03
7119,1895931,2015-03-06
7124,1896011,2015-03-04
7131,1896951,2015-03-03
7143,1897071,2015-03-03
7150,1897101,2015-03-02
7162,1897211,2015-03-03
7165,1897321,2015-03-02
7171,1897591,2015-03-03
7177,1897611,2015-03-03
7183,1897971,2015-03-02
7189,1898341,2015-03-03
7201,1898471,2015-03-03
7207,1898621,2015-03-05
7213,1899111,2015-03-06
7225,1899121,2015-03-03
7227,1899171,2015-03-03
7232,1899371,2015-03-03
7238,1899561,2015-03-03
7250,1900381,2015-03-03
7262,1900511,2015-03-03
7265,1900541,2015-03-03
7271,1900891,2015-03-03
7277,1901341,2015-03-03
7283,1901391,2015-03-03
7293,1901491,2015-03-03
7294,1901801,2015-03-05
7305,1901811,2015-03-03
7312,1902031,2015-03-05
7318,1902081,2015-03-04
7330,1902111,2015-03-03
7340,1902191,2015-03-06
7346,1902271,2015-03-03
7351,1902601,2015-03-04
7353,1902661,2015-03-05
7359,1902881,2015-03-05
7365,1902921,2015-03-06
7377,1902941,2015-03-05
7382,1903331,2015-03-05
7392,1903441,2015-03-04
7403,1903521,2015-03-04
7413,1903941,2015-03-05
7414,1904051,2015-03-05
7426,1904471,2015-03-04
7432,1904561,2015-03-10
7438,1904571,2015-03-05
7443,1904601,2015-03-05
7455,1904851,2015-03-04
7459,1905071,2015-03-04
7461,1905261,2015-03-12
7466,1905311,2015-03-05
7473,1905451,2015-03-04
7480,1905681,2015-03-07
7492,1907491,2015-03-09
7493,1907741,2015-03-05
7499,1908081,2015-03-05
7505,1908111,2015-03-04
7511,1908361,2015-03-05
7517,1908461,2015-03-05
7529,1908721,2015-03-05
7530,1909061,2015-03-06
7531,1909311,2015-03-05
7543,1909351,2015-03-06
7549,1909441,2015-03-04
7552,1909611,2015-03-06
7555,1909851,2015-03-05
7561,1910021,2015-03-05
7567,1910081,2015-03-05
7579,1910301,2015-03-05
7582,1910601,2015-03-05
7588,1910881,2015-03-05
7600,1910931,2015-03-06
7606,1911071,2015-03-16
7618,1911421,2015-03-05
7629,1911601,2015-03-05
7641,1911731,2015-03-05
7646,1911741,2015-03-05
7651,1912091,2015-03-05
7660,1912251,2015-03-06
7666,1912261,2015-03-11
7672,1912321,2015-03-05
7676,1912411,2015-03-06
7683,1912571,2015-03-06
7690,1912991,2015-03-21
7697,1914041,2015-03-05
7703,1914361,2015-03-09
7715,1914421,2015-03-05
7716,1914761,2015-03-06
7718,1915071,2015-03-05
7721,1915181,2015-03-06
7724,1915321,2015-03-06
7736,1915391,2015-03-09
7742,1915711,2015-03-06
7754,1915791,2015-03-10
7766,1915871,2015-03-07
7772,1915981,2015-03-06
7784,1916371,2015-03-07
7796,1916821,2015-03-06
7808,1916981,2015-03-06
7817,1917061,2015-03-06
7829,1917071,2015-03-06
7832,1917091,2015-03-06
7833,1917151,2015-03-08
7836,1917161,2015-03-06
7838,1917381,2015-03-09
7846,1918291,2015-03-06
7849,1919891,2015-03-06
7855,1920001,2015-03-06
7867,1920151,2015-03-09
7875,1920171,2015-03-06
7884,1920311,2015-03-06
7896,1920371,2015-03-06
7897,1920451,2015-03-06
7899,1920581,2015-03-06
7905,1920651,2015-03-08
7911,1920731,2015-03-07
7923,1920751,2015-03-06
7935,1920861,2015-03-07
7937,1920951,2015-03-06
7938,1921111,2015-03-07
7944,1921151,2015-03-07
7956,1921241,2015-03-06
7963,1921361,2015-03-11
7975,1921601,2015-03-09
7987,1921711,2015-03-07
7992,1921921,2015-03-06
8000,1922211,2015-03-07
8006,1922371,2015-03-08
8012,1922421,2015-03-06
8018,1922431,2015-03-06
8030,1922511,2015-03-06
8037,1922601,2015-03-06
8049,1922861,2015-03-06
8054,1922921,2015-03-07
8059,1923011,2015-03-07
8064,1923121,2015-03-06
8070,1923161,2015-03-07
8082,1923311,2015-03-07
8088,1923321,2015-03-09
8091,1923511,2015-03-07
8094,1923571,2015-03-09
8100,1924311,2015-03-07
8105,1924881,2015-03-07
8107,1924961,2015-03-07
8118,1925781,2015-03-09
8122,1926141,2015-03-11
8134,1926501,2015-03-09
8140,1926791,2015-03-09
8142,1926871,2015-03-10
8151,1927041,2015-03-08
8163,1927131,2015-03-09
8170,1927231,2015-03-10
8174,1927561,2015-03-17
8180,1927731,2015-03-09
8192,1927871,2015-03-10
8198,1927941,2015-03-09
8204,1927981,2015-03-09
8216,1928321,2015-03-09
8223,1928401,2015-03-09
8230,1928421,2015-03-11
8236,1928711,2015-03-10
8237,1929001,2015-03-16
8240,1929041,2015-03-09
8242,1929101,2015-03-11
8248,1929321,2015-03-09
8260,1929391,2015-03-11
8267,1929541,2015-03-09
8271,1929901,2015-03-09
8277,1929971,2015-03-09
8284,1929981,2015-03-09
8286,1930041,2015-03-12
8291,1931901,2015-03-09
8303,1932471,2015-03-17
8309,1932741,2015-03-11
8321,1933641,2015-03-10
8327,1933701,2015-03-09
8339,1934061,2015-03-10
8345,1934181,2015-03-10
8352,1934231,2015-03-09
8355,1934421,2015-03-10
8362,1934611,2015-03-11
8368,1934691,2015-03-09
8375,1934751,2015-03-10
8381,1935461,2015-03-10
8387,1935471,2015-03-11
8389,1935631,2015-03-09
8394,1935781,2015-03-09
8400,1936281,2015-03-09
8403,1936551,2015-03-10
8412,1936791,2015-03-10
8418,1936841,2015-03-10
8430,1936991,2015-03-09
8442,1937061,2015-03-09
8445,1937171,2015-03-09
8457,1937211,2015-03-09
8459,1937251,2015-03-13
8464,1937261,2015-03-09
8465,1937391,2015-03-09
8489,1937431,2015-03-11
8495,1937721,2015-03-09
8501,1937771,2015-03-09
8504,1937781,2015-03-10
8510,1937841,2015-03-09
8517,1937931,2015-03-10
8523,1938101,2015-03-10
8529,1938231,2015-03-10
8535,1938401,2015-03-09
8559,1938481,2015-03-09
8565,1938631,2015-03-10
8572,1938761,2015-03-09
8584,1938771,2015-03-13
8591,1938971,2015-03-09
8596,1939001,2015-03-12
8598,1939031,2015-03-09
8602,1939061,2015-03-09
8614,1939191,2015-03-09
8626,1939201,2015-03-09
8632,1939321,2015-03-09
8644,1939331,2015-03-10
8651,1939431,2015-03-09
8656,1939471,2015-03-09
8668,1939661,2015-03-12
8675,1939681,2015-03-09
8687,1939791,2015-03-13
8699,1940111,2015-03-11
8705,1940141,2015-03-09
8717,1940221,2015-03-09
8725,1940251,2015-03-14
8731,1940281,2015-03-12
8737,1940451,2015-03-11
8745,1940491,2015-03-11
8751,1940611,2015-03-10
8763,1940701,2015-03-11
8775,1940771,2015-03-10
8782,1940831,2015-03-10
8788,1940991,2015-03-11
8800,1941021,2015-03-10
8811,1941041,2015-03-10
8817,1941131,2015-03-11
8826,1941481,2015-03-10
8829,1942191,2015-03-11
8841,1942231,2015-03-10
8846,1942281,2015-03-13
8852,1942481,2015-03-16
8858,1943111,2015-03-10
8860,1943441,2015-03-13
8866,1943731,2015-03-11
8878,1944131,2015-03-11
8884,1944341,2015-03-10
8890,1944731,2015-03-10
8902,1944751,2015-03-11
8907,1944821,2015-03-11
8912,1944871,2015-03-10
8924,1944921,2015-03-14
8936,1944931,2015-03-11
8942,1945231,2015-03-11
8948,1945381,2015-03-10
8960,1945641,2015-03-10
8966,1945671,2015-03-10
8969,1945741,2015-03-11
8970,1946131,2015-03-11
8975,1946211,2015-03-12
8987,1946461,2015-03-11
8994,1946481,2015-03-10
9003,1946711,2015-03-11
9009,1946811,2015-03-12
9016,1946891,2015-03-11
9040,1946921,2015-03-13
9046,1947021,2015-03-10
9058,1947231,2015-03-11
9065,1947281,2015-03-14
9071,1947491,2015-03-10
9083,1947541,2015-03-10
9089,1947571,2015-03-11
9095,1947591,2015-03-11
9101,1947861,2015-03-12
9107,1948071,2015-03-11
9111,1948711,2015-03-14
9117,1948751,2015-03-11
9123,1948791,2015-03-12
9129,1948941,2015-03-12
9141,1950331,2015-03-11
9153,1951791,2015-03-12
9154,1952051,2015-03-11
9162,1952361,2015-03-13
9168,1952391,2015-03-11
9178,1952861,2015-03-18
9190,1953211,2015-03-13
9196,1953591,2015-03-11
9201,1953721,2015-03-12
9205,1953901,2015-03-11
9215,1953941,2015-03-13
9219,1954011,2015-03-12
9226,1954101,2015-03-12
9238,1954481,2015-03-13
9244,1954521,2015-03-14
9250,1954841,2015-03-11
9262,1954901,2015-03-12
9265,1955121,2015-03-12
9268,1955191,2015-03-12
9271,1955291,2015-03-14
9283,1955621,2015-03-12
9290,1955851,2015-03-12
9302,1956011,2015-03-13
9303,1956111,2015-03-14
9315,1956661,2015-03-12
9321,1957301,2015-03-20
9326,1958771,2015-03-17
9332,1958951,2015-03-12
9334,1959061,2015-03-12
9340,1959091,2015-03-21
9346,1959141,2015-03-12
9349,1959251,2015-03-13
9356,1959521,2015-03-12
9368,1960111,2015-03-12
9374,1960141,2015-03-13
9386,1960201,2015-03-13
9389,1960431,2015-03-17
9401,1960471,2015-03-12
9407,1960481,2015-03-13
9411,1960561,2015-03-12
9423,1960691,2015-03-13
9429,1960701,2015-03-14
9440,1961081,2015-03-13
9446,1961101,2015-03-12
9452,1961111,2015-03-12
9464,1961191,2015-03-12
9470,1961211,2015-03-14
9472,1961271,2015-03-12
9475,1961301,2015-03-12
9487,1961351,2015-03-13
9496,1961451,2015-03-13
9508,1961481,2015-03-12
9514,1961501,2015-03-13
9518,1961511,2015-03-12
9524,1961541,2015-03-17
9531,1961551,2015-03-13
9533,1961711,2015-03-13
9541,1961771,2015-03-13
9546,1961911,2015-03-12
9558,1962041,2015-03-18
9564,1962371,2015-03-13
9576,1962421,2015-03-13
9582,1962481,2015-03-12
9588,1962531,2015-03-13
9592,1962731,2015-03-12
9603,1962791,2015-03-18
9615,1962851,2015-03-13
9620,1962901,2015-03-14
9623,1962991,2015-03-13
9634,1963321,2015-03-13
9639,1963381,2015-03-20
9645,1963681,2015-03-13
9655,1963701,2015-03-16
9661,1963751,2015-03-13
9663,1963811,2015-03-16
9669,1963931,2015-03-14
9675,1964451,2015-03-13
9687,1964831,2015-03-18
9695,1965211,2015-03-13
9701,1965401,2015-03-14
9705,1965511,2015-03-14
9711,1965901,2015-03-14
9717,1965911,2015-03-13
9726,1966041,2015-03-13
9733,1966071,2015-03-16
9740,1966081,2015-03-14
9746,1966121,2015-03-13
9758,1966131,2015-03-17
9760,1966141,2015-03-13
9772,1966221,2015-03-13
9778,1966231,2015-03-13
9784,1966261,2015-03-16
9789,1966301,2015-03-13
9801,1966541,2015-03-13
9812,1966571,2015-03-13
9818,1966961,2015-03-20
9824,1966981,2015-03-13
9826,1967241,2015-03-16
9835,1967271,2015-03-16
9836,1967391,2015-03-16
9842,1967411,2015-03-14
9849,1967441,2015-03-13
9861,1967511,2015-03-13
9873,1967771,2015-03-14
9885,1967791,2015-03-14
9893,1967941,2015-03-18
9899,1968011,2015-03-14
9905,1968051,2015-03-14
9917,1968101,2015-03-14
9929,1968111,2015-03-13
9941,1968161,2015-03-13
9953,1968421,2015-03-14
9958,1968571,2015-03-19
9964,1968611,2015-03-14
9973,1968701,2015-03-16
9979,1968751,2015-03-16
9984,1968941,2015-03-14
9990,1969011,2015-03-16
10002,1969041,2015-03-18
10014,1969131,2015-03-14
10024,1969141,2015-03-14
10034,1969161,2015-03-24
10045,1969281,2015-03-16
10051,1969751,2015-03-16
10054,1969761,2015-03-17
10060,1969781,2015-03-16
10066,1970311,2015-03-16
10068,1970331,2015-03-16
10073,1970391,2015-03-16
10082,1970401,2015-03-18
10085,1971121,2015-03-16
10088,1971871,2015-03-16
10100,1972131,2015-03-16
10105,1972171,2015-03-19
10111,1972451,2015-03-20
10123,1972561,2015-03-16
10128,1972861,2015-03-16
10140,1972881,2015-03-16
10148,1973001,2015-03-16
10151,1973301,2015-03-16
10152,1973401,2015-03-16
10164,1973421,2015-03-14
10170,1973541,2015-03-19
10177,1973841,2015-03-16
10178,1974161,2015-03-16
10181,1974331,2015-03-16
10185,1974561,2015-03-17
10189,1974701,2015-03-29
10195,1974781,2015-03-17
10199,1974801,2015-03-15
10211,1974901,2015-03-17
10212,1975181,2015-03-16
10217,1976011,2015-03-16
10224,1976781,2015-03-18
10230,1976831,2015-03-18
10235,1977241,2015-03-16
10241,1978481,2015-03-20
10247,1978581,2015-03-22
10259,1978971,2015-03-16
10271,1979131,2015-03-16
10277,1979341,2015-03-16
10281,1979791,2015-03-19
10291,1980171,2015-03-16
10298,1980831,2015-03-24
10310,1980861,2015-03-16
10322,1981191,2015-03-16
10323,1981451,2015-03-17
10330,1981471,2015-03-17
10336,1981551,2015-03-19
10343,1981841,2015-03-23
10349,1981921,2015-03-18
10350,1982471,2015-03-16
10356,1983401,2015-03-24
10362,1984051,2015-03-22
10365,1984871,2015-03-16
10372,1984881,2015-03-17
10379,1985121,2015-03-25
10380,1985211,2015-03-18
10385,1985351,2015-03-17
10390,1985361,2015-03-17
10400,1985531,2015-03-19
10412,1985651,2015-03-19
10418,1986021,2015-03-20
10425,1986231,2015-03-16
10437,1986471,2015-03-23
10449,1986641,2015-03-17
10461,1986651,2015-03-20
10473,1986721,2015-03-17
10480,1986851,2015-03-17
10486,1986891,2015-03-18
10493,1986931,2015-03-17
10499,1986951,2015-03-16
10511,1987201,2015-03-22
10517,1987231,2015-03-17
10523,1987241,2015-03-16
10526,1987551,2015-03-17
10532,1987561,2015-03-19
10538,1987671,2015-03-17
10550,1987721,2015-03-18
10560,1987771,2015-03-26
10563,1987871,2015-03-19
10575,1987971,2015-03-18
10587,1988001,2015-03-17
10588,1988231,2015-03-18
10593,1988241,2015-03-19
10600,1988351,2015-03-20
10602,1988501,2015-03-19
10614,1988521,2015-03-21
10617,1988691,2015-03-17
10629,1989491,2015-03-24
10641,1990031,2015-03-26
10647,1990341,2015-03-28
10653,1990581,2015-03-24
10665,1991101,2015-03-19
10677,1991351,2015-03-18
10684,1991371,2015-03-20
10694,1991471,2015-03-21
10706,1991481,2015-03-17
10709,1991521,2015-03-18
10715,1991531,2015-03-18
10721,1991561,2015-03-17
10727,1991601,2015-03-17
10733,1991621,2015-03-18
10739,1991701,2015-03-17
10751,1991791,2015-03-17
10757,1991931,2015-03-20
10764,1992051,2015-03-17
10775,1992141,2015-03-17
10781,1992191,2015-03-22
10782,1992231,2015-03-17
10787,1992241,2015-03-18
10790,1992311,2015-03-21
10800,1992381,2015-03-17
10806,1992421,2015-03-19
10812,1992461,2015-03-19
10818,1992581,2015-03-20
10824,1992771,2015-03-19
10830,1992811,2015-03-20
10842,1992891,2015-03-17
10853,1993041,2015-03-17
10865,1993161,2015-03-18
10877,1993251,2015-03-18
10883,1993261,2015-03-17
10886,1993551,2015-03-18
10893,1993681,2015-03-19
10905,1993731,2015-03-17
10912,1993761,2015-03-18
10917,1993791,2015-03-18
10925,1993851,2015-03-18
10937,1993861,2015-03-17
10944,1993921,2015-03-19
10956,1993971,2015-03-17
10960,1994071,2015-03-24
10970,1994091,2015-03-17
10975,1994191,2015-03-18
10979,1994201,2015-03-19
10991,1994341,2015-03-22
10998,1994521,2015-03-18
11002,1994571,2015-03-18
11014,1994641,2015-03-18
11026,1994821,2015-03-21
11038,1994891,2015-03-18
11048,1995011,2015-03-18
11057,1995061,2015-03-22
11069,1995361,2015-03-20
11075,1995421,2015-03-19
11081,1995571,2015-03-19
11088,1995761,2015-03-18
11093,1995771,2015-03-19
11100,1996361,2015-03-20
11106,1996431,2015-03-19
11113,1996691,2015-03-21
11115,1997111,2015-03-19
11127,1997541,2015-03-19
11132,1997591,2015-03-23
11138,1997631,2015-03-18
11140,1997681,2015-03-18
11152,1997721,2015-03-18
11163,1997731,2015-03-18
11169,1998031,2015-03-18
11175,1998091,2015-03-22
11182,1998171,2015-03-18
11188,1998211,2015-03-18
11200,1998231,2015-03-21
11206,1998341,2015-03-24
11218,1998451,2015-03-20
11219,1998791,2015-03-23
11225,1998911,2015-03-18
11231,1998971,2015-03-19
11236,1999061,2015-03-24
11242,1999101,2015-03-19
11249,1999291,2015-03-25
11251,1999441,2015-03-20
11258,1999451,2015-03-18
11264,1999681,2015-03-20
11276,1999751,2015-03-19
11283,2000281,2015-03-21
11295,2000411,2015-03-30
11307,2000441,2015-04-02
11313,2000511,2015-03-23
11319,2000561,2015-03-20
11331,2000611,2015-03-19
11343,2000701,2015-03-19
11349,2000991,2015-03-22
11357,2001121,2015-03-19
11364,2001131,2015-03-23
11369,2001231,2015-03-20
11373,2001261,2015-03-20
11379,2001271,2015-03-24
11385,2001411,2015-03-23
11396,2001851,2015-03-20
11408,2001931,2015-03-26
11414,2002861,2015-03-22
11426,2003511,2015-03-21
11438,2003731,2015-03-25
11444,2003791,2015-03-26
11450,2003811,2015-03-21
11454,2003911,2015-03-19
11460,2003941,2015-03-20
11472,2004021,2015-03-24
11477,2004241,2015-03-19
11481,2004271,2015-03-19
11487,2004501,2015-03-20
11489,2004511,2015-03-20
11496,2004541,2015-03-21
11501,2004701,2015-03-20
11507,2005141,2015-03-21
11512,2005151,2015-03-19
11518,2005181,2015-03-22
11524,2005231,2015-03-22
11530,2005401,2015-03-19
11542,2005471,2015-03-20
11554,2005521,2015-03-21
11566,2005631,2015-03-24
11578,2005671,2015-03-23
11585,2005861,2015-03-19
11597,2006101,2015-03-20
11609,2006151,2015-03-21
11621,2006281,2015-03-23
11627,2006361,2015-03-23
11639,2006461,2015-03-23
11643,2006741,2015-03-22
11644,2006771,2015-03-25
11662,2006781,2015-03-20
11669,2006841,2015-03-31
11673,2006961,2015-03-27
11678,2007211,2015-03-24
11681,2007231,2015-03-20
11686,2007281,2015-03-31
11697,2007531,2015-03-21
11704,2007601,2015-03-20
11711,2007881,2015-03-24
11717,2007951,2015-03-20
11720,2008061,2015-03-20
11722,2008891,2015-03-23
11732,2010871,2015-04-03
11744,2010881,2015-03-21
11756,2010911,2015-03-23
11759,2011211,2015-03-21
11769,2011531,2015-03-23
11775,2011661,2015-03-29
11787,2011691,2015-03-24
11799,2011771,2015-03-23
11811,2012181,2015-03-20
11815,2012301,2015-03-24
11825,2012351,2015-03-21
11835,2012461,2015-03-21
11847,2012891,2015-03-27
11851,2013161,2015-03-31
11857,2013171,2015-03-23
11869,2013241,2015-03-23
11874,2013401,2015-03-23
11881,2013681,2015-03-23
11887,2013951,2015-03-22
11896,2014151,2015-03-30
11902,2014341,2015-03-23
11909,2014401,2015-03-22
11916,2015001,2015-03-27
11922,2015011,2015-03-23
11934,2016611,2015-03-23
11940,2017581,2015-03-24
11945,2017761,2015-03-27
11957,2019241,2015-03-23
11963,2019641,2015-03-22
11965,2019841,2015-03-23
11966,2019851,2015-03-23
11978,2019961,2015-03-24
11986,2021341,2015-03-25
11992,2021681,2015-03-23
11998,2023461,2015-03-25
12006,2023911,2015-03-23
12010,2024251,2015-03-22
12014,2024441,2015-03-27
12015,2024721,2015-03-24
12021,2025401,2015-03-25
12033,2025821,2015-03-27
12040,2025871,2015-04-02
12046,2026131,2015-04-04
12052,2026281,2015-03-26
12059,2027041,2015-03-23
12071,2027281,2015-03-24
12083,2028961,2015-03-23
12095,2029121,2015-03-24
12102,2029181,2015-03-24
12108,2029291,2015-03-27
12115,2029421,2015-04-03
12125,2029481,2015-03-29
12137,2029571,2015-03-29
12149,2029641,2015-04-05
12161,2029911,2015-04-04
12166,2029921,2015-03-24
12177,2029971,2015-03-31
12189,2029991,2015-03-25
12193,2030191,2015-03-25
12200,2030241,2015-03-25
12206,2030261,2015-03-23
12211,2030281,2015-04-06
12222,2030381,2015-03-23
12234,2030731,2015-03-23
12237,2030821,2015-03-28
12249,2030971,2015-03-24
12256,2031231,2015-03-26
12260,2031531,2015-03-24
12272,2031801,2015-03-26
12284,2031891,2015-03-25
12294,2032161,2015-03-30
12300,2032281,2015-03-25
12306,2032381,2015-03-24
12312,2032661,2015-03-25
12321,2032691,2015-03-26
12324,2032701,2015-03-25
12330,2032871,2015-03-24
12342,2032951,2015-03-24
12348,2033181,2015-04-01
12360,2033521,2015-03-24
12366,2033571,2015-03-25
12369,2033891,2015-03-25
12373,2034081,2015-03-24
12374,2034271,2015-03-25
12377,2034481,2015-03-29
12382,2036101,2015-03-25
12387,2036461,2015-03-25
12393,2036591,2015-03-24
12405,2036831,2015-03-24
12417,2037001,2015-03-26
12429,2037171,2015-03-26
12436,2037181,2015-03-25
12441,2037411,2015-04-05
12445,2037431,2015-03-29
12452,2037971,2015-03-26
12459,2038111,2015-03-29
12471,2038441,2015-03-24
12475,2038701,2015-03-31
12481,2038711,2015-03-25
12485,2038761,2015-03-27
12488,2038901,2015-03-25
12493,2039101,2015-03-25
12505,2039141,2015-03-27
12517,2039151,2015-03-25
12528,2039401,2015-03-25
12531,2039461,2015-03-26
12537,2039581,2015-03-25
12542,2039831,2015-03-24
12546,2040461,2015-03-25
12547,2040701,2015-03-26
12550,2040931,2015-03-30
12556,2040961,2015-03-25
12559,2041031,2015-03-27
12571,2041051,2015-03-26
12583,2041141,2015-03-30
12589,2041151,2015-03-27
12592,2041501,2015-03-28
12598,2041551,2015-03-25
12610,2042271,2015-03-30
12616,2043201,2015-03-25
12628,2043261,2015-03-28
12635,2043451,2015-03-28
12647,2043601,2015-03-27
12653,2043741,2015-03-25
12659,2043971,2015-03-25
12664,2044051,2015-03-29
12668,2044211,2015-03-30
12680,2044241,2015-03-28
12692,2044261,2015-03-31
12704,2044281,2015-03-31
12716,2044311,2015-03-27
12726,2044591,2015-03-29
12732,2044601,2015-03-26
12739,2044641,2015-03-27
12746,2044781,2015-03-26
12749,2044791,2015-03-25
12752,2044981,2015-04-04
12764,2045111,2015-03-25
12775,2045421,2015-04-05
12787,2045461,2015-03-25
12799,2045811,2015-03-27
12806,2045941,2015-04-05
12812,2046121,2015-03-25
12818,2046251,2015-03-31
12824,2046281,2015-03-26
12831,2046321,2015-03-26
12837,2046781,2015-03-30
12849,2046791,2015-03-27
12855,2046971,2015-04-07
12861,2047091,2015-03-27
12863,2048331,2015-03-27
12875,2048391,2015-03-26
12881,2049011,2015-03-27
12888,2049211,2015-03-27
12891,2049241,2015-03-30
12893,2049481,2015-03-27
12899,2050291,2015-04-02
12911,2050451,2015-03-27
12917,2050761,2015-04-03
12929,2050861,2015-03-26
12941,2051191,2015-03-26
12946,2051231,2015-03-29
12948,2051521,2015-03-29
12958,2051801,2015-03-27
12964,2052061,2015-03-28
12967,2052161,2015-03-28
12974,2052341,2015-03-26
12981,2052351,2015-03-27
12993,2052361,2015-03-28
12997,2052491,2015-04-04
13003,2052501,2015-03-31
13010,2052631,2015-04-05
13022,2052921,2015-03-29
13028,2053121,2015-03-30
13033,2053281,2015-04-06
13040,2053321,2015-03-31
13046,2053801,2015-04-05
13047,2054101,2015-03-27
13059,2054161,2015-03-31
13065,2054361,2015-03-31
13083,2054421,2015-03-30
13089,2054561,2015-03-31
13094,2054641,2015-04-05
13106,2054651,2015-04-01
13118,2054661,2015-03-31
13130,2054871,2015-03-27
13136,2055051,2015-03-30
13148,2055231,2015-03-29
13151,2056341,2015-03-28
13155,2056411,2015-03-28
13157,2057861,2015-03-27
13169,2057911,2015-03-28
13170,2058101,2015-03-28
13182,2058231,2015-03-28
13193,2058411,2015-03-31
13200,2058561,2015-03-27
13212,2058641,2015-03-28
13218,2059421,2015-03-30
