,LOAN_ID,TRANSFER_TS
13224,2059491,2015-03-30
13231,2059531,2015-03-27
13238,2059581,2015-03-27
13242,2060011,2015-04-06
13246,2060021,2015-03-29
13253,2060241,2015-03-31
13265,2060611,2015-04-09
13268,2060701,2015-03-30
13269,2061131,2015-03-30
13276,2061251,2015-03-30
13300,2061291,2015-03-30
13324,2061461,2015-03-30
13336,2061541,2015-03-30
13343,2061721,2015-03-31
13349,2061781,2015-03-31
13361,2062041,2015-03-29
13367,2062351,2015-03-30
13371,2062801,2015-03-31
13372,2064391,2015-03-30
13376,2065021,2015-03-31
13381,2065131,2015-03-31
13388,2066181,2015-04-02
13400,2066261,2015-03-30
13405,2066431,2015-04-01
13416,2066531,2015-03-30
13420,2066641,2015-03-30
13424,2067531,2015-03-31
13425,2068691,2015-03-30
13428,2069171,2015-04-02
13435,2070041,2015-03-31
13439,2070281,2015-03-30
13444,2070821,2015-03-30
13449,2071671,2015-03-30
13455,2071851,2015-03-31
13465,2072431,2015-03-31
13470,2072481,2015-03-30
13475,2072711,2015-03-30
13481,2072861,2015-03-31
13483,2072931,2015-03-30
13490,2073151,2015-03-31
13496,2073481,2015-04-06
13502,2073911,2015-03-30
13508,2073941,2015-04-01
13520,2074331,2015-04-02
13525,2074481,2015-03-30
13529,2076711,2015-03-31
13530,2076881,2015-04-01
13542,2076901,2015-03-31
13554,2076911,2015-04-02
13561,2077151,2015-04-01
13567,2077181,2015-03-30
13574,2077201,2015-03-30
13580,2077281,2015-03-30
13584,2077361,2015-04-07
13587,2077381,2015-03-31
13589,2077781,2015-04-04
13601,2077801,2015-03-30
13605,2078201,2015-04-03
13617,2078401,2015-03-31
13623,2078471,2015-03-30
13629,2078541,2015-04-06
13638,2078701,2015-04-07
13644,2079081,2015-04-02
13649,2079101,2015-04-04
13661,2079121,2015-04-02
13667,2079341,2015-03-31
13671,2079491,2015-03-31
13677,2079671,2015-03-30
13683,2079721,2015-03-31
13689,2080021,2015-04-02
13692,2080201,2015-04-01
13697,2080491,2015-04-01
13699,2080651,2015-04-06
13709,2080671,2015-04-02
13713,2081101,2015-03-31
13719,2081831,2015-04-01
13731,2083061,2015-04-01
13743,2083731,2015-04-07
13755,2084171,2015-03-31
13761,2084201,2015-04-01
13767,2084551,2015-04-01
13772,2085061,2015-04-03
13780,2085261,2015-04-03
13786,2085421,2015-04-02
13795,2086431,2015-04-04
13801,2087181,2015-03-31
13813,2087251,2015-03-31
13816,2087291,2015-03-31
13840,2087511,2015-04-05
13846,2087601,2015-04-03
13858,2087671,2015-04-03
13864,2087771,2015-04-07
13870,2088011,2015-04-03
13881,2088141,2015-04-02
13893,2088661,2015-04-03
13895,2088761,2015-04-01
13900,2089461,2015-04-01
13903,2089561,2015-04-02
13909,2089671,2015-04-08
13915,2089711,2015-04-02
13916,2089721,2015-04-01
13923,2089941,2015-04-02
13929,2090121,2015-04-06
13941,2092551,2015-04-09
13947,2092561,2015-04-02
13951,2092641,2015-04-03
13957,2092841,2015-04-03
13969,2092981,2015-04-04
13976,2093531,2015-04-03
13977,2093681,2015-04-02
13989,2093711,2015-04-03
14001,2093961,2015-04-03
14007,2094341,2015-04-07
14019,2094351,2015-04-03
14025,2094371,2015-04-09
14037,2094421,2015-04-06
14049,2094431,2015-04-02
14056,2094491,2015-04-02
14068,2094571,2015-04-02
14074,2094661,2015-04-07
14081,2094681,2015-04-05
14087,2094721,2015-04-02
14093,2094871,2015-04-02
14100,2094931,2015-04-02
14104,2095321,2015-04-02
14108,2095331,2015-04-07
14114,2095381,2015-04-03
14118,2095491,2015-04-02
14125,2095701,2015-04-07
14134,2095911,2015-04-02
14146,2095921,2015-04-08
14148,2095961,2015-04-09
14150,2095991,2015-04-03
14154,2096611,2015-04-02
14166,2097261,2015-04-08
14167,2097341,2015-04-09
14175,2097751,2015-04-07
14179,2099271,2015-04-02
14186,2099621,2015-04-03
14198,2099691,2015-04-03
14210,2099881,2015-04-03
14222,2099961,2015-04-07
14234,2100861,2015-04-04
14236,2101491,2015-04-03
14239,2101511,2015-04-08
14251,2101751,2015-04-06
14254,2102221,2015-04-03
14261,2102521,2015-04-07
14285,2102551,2015-04-07
14309,2103371,2015-04-03
14313,2103621,2015-04-03
14320,2103761,2015-04-03
14327,2103781,2015-04-07
14328,2103851,2015-04-03
14330,2104631,2015-04-03
14331,2104781,2015-04-09
14334,2105791,2015-04-03
14340,2105851,2015-04-03
14341,2106221,2015-04-04
14348,2107141,2015-04-09
14354,2107251,2015-04-04
14366,2108051,2015-04-03
14378,2108241,2015-04-03
14390,2108671,2015-04-03
14402,2108771,2015-04-08
14405,2108941,2015-04-03
14409,2109321,2015-04-07
14420,2110801,2015-04-07
14426,2110861,2015-04-08
14433,2110921,2015-04-07
14435,2110961,2015-04-09
14447,2111271,2015-04-07
14453,2111321,2015-04-07
14459,2112651,2015-04-08
14471,2112701,2015-04-07
14483,2113171,2015-04-09
14484,2113921,2015-04-07
14487,2114571,2015-04-08
14499,2115141,2015-04-07
14502,2115211,2015-04-07
14514,2115511,2015-04-10
14526,2115691,2015-04-07
14533,2116081,2015-04-09
14540,2116231,2015-04-08
14547,2117501,2015-04-08
14553,2117971,2015-04-07
14558,2120081,2015-04-09
14564,2120341,2015-04-09
14565,2120401,2015-04-10
14568,2121421,2015-04-08
14574,2121621,2015-04-07
14577,2121741,2015-04-09
14583,2122911,2015-04-10
14595,2123261,2015-04-08
14597,2123311,2015-04-07
14602,2124381,2015-04-11
14614,2124861,2015-04-08
14626,2125431,2015-04-07
14628,2126111,2015-04-09
14635,2126251,2015-04-07
14641,2126931,2015-04-08
14648,2127051,2015-04-08
14649,2128341,2015-04-07
14655,2128361,2015-04-10
14661,2128391,2015-04-08
14667,2128831,2015-04-07
14679,2129821,2015-04-09
14680,2130331,2015-04-08
14685,2130391,2015-04-09
14690,2130501,2015-04-08
14702,2130831,2015-04-09
14708,2130851,2015-04-07
14714,2130871,2015-04-13
14726,2130981,2015-04-09
14733,2131321,2015-04-14
14739,2132111,2015-04-09
14741,2132731,2015-04-09
14748,2132881,2015-04-07
14754,2133061,2015-04-07
14758,2133211,2015-04-08
14765,2133421,2015-04-16
14767,2133521,2015-04-10
14773,2133981,2015-04-13
14785,2134311,2015-04-08
14792,2134531,2015-04-08
14795,2134601,2015-04-08
14807,2134821,2015-04-08
14816,2134961,2015-04-08
14822,2134971,2015-04-09
14828,2135091,2015-04-08
14834,2135171,2015-04-08
14846,2135391,2015-04-13
14858,2135511,2015-04-09
14865,2135661,2015-04-10
14868,2135761,2015-04-08
14872,2135791,2015-04-13
14881,2136841,2015-04-08
14887,2136881,2015-04-08
14888,2137121,2015-04-10
14891,2137331,2015-04-16
14897,2137621,2015-04-08
14909,2138021,2015-04-09
14912,2138171,2015-04-08
14915,2138261,2015-04-08
14918,2138421,2015-04-09
14924,2138561,2015-04-08
14929,2138581,2015-04-09
14941,2138741,2015-04-08
14951,2138811,2015-04-08
14963,2138981,2015-04-09
14968,2139131,2015-04-09
14980,2139781,2015-04-09
14992,2139841,2015-04-10
14999,2140221,2015-04-08
15006,2140281,2015-04-14
15018,2140411,2015-04-09
15025,2140441,2015-04-10
15032,2140961,2015-04-13
15050,2141091,2015-04-09
15053,2141261,2015-04-09
15062,2141371,2015-04-10
15074,2141451,2015-04-09
15081,2141481,2015-04-09
15093,2141831,2015-04-09
15100,2141841,2015-04-09
15102,2142441,2015-04-09
15114,2142911,2015-04-16
15126,2143011,2015-04-09
15136,2143091,2015-04-08
15140,2143111,2015-04-14
15146,2143271,2015-04-09
15153,2143281,2015-04-15
15159,2143301,2015-04-10
15163,2143391,2015-04-13
15171,2143711,2015-04-10
15183,2143791,2015-04-09
15195,2143951,2015-04-09
15201,2144561,2015-04-09
15207,2144641,2015-04-11
15218,2144981,2015-04-13
15221,2145121,2015-04-13
15227,2145301,2015-04-09
15239,2145331,2015-04-14
15246,2145441,2015-04-09
15248,2145481,2015-04-10
15259,2145551,2015-04-09
15271,2145681,2015-04-15
15278,2145861,2015-04-10
15281,2146041,2015-04-10
15287,2146671,2015-04-09
15299,2147761,2015-04-13
15301,2147991,2015-04-14
15313,2148011,2015-04-09
15325,2148201,2015-04-10
15329,2148231,2015-04-09
15341,2148241,2015-04-09
15353,2148461,2015-04-10
15365,2148501,2015-04-09
15371,2148621,2015-04-09
15383,2148741,2015-04-09
15390,2148761,2015-04-11
15401,2148911,2015-04-10
15404,2148921,2015-04-10
15411,2149121,2015-04-13
15423,2149471,2015-04-09
15430,2149661,2015-04-10
15432,2149761,2015-04-09
15444,2149841,2015-04-13
15456,2150001,2015-04-13
15476,2150201,2015-04-12
15488,2150381,2015-04-11
15500,2150401,2015-04-09
15512,2150411,2015-04-11
15518,2150601,2015-04-13
15525,2150631,2015-04-13
15537,2151131,2015-04-10
15549,2151891,2015-04-10
15552,2151951,2015-04-12
15564,2152041,2015-04-10
15576,2152241,2015-04-10
15588,2152361,2015-04-13
15600,2152541,2015-04-10
15612,2152561,2015-04-10
15624,2152711,2015-04-10
15629,2153041,2015-04-15
15637,2153051,2015-04-10
15644,2153351,2015-04-10
15656,2153371,2015-04-11
15663,2154561,2015-04-15
15669,2154581,2015-04-13
15674,2156361,2015-04-10
15677,2156951,2015-04-11
15682,2157011,2015-04-13
15689,2157021,2015-04-13
15693,2157031,2015-04-10
15698,2157041,2015-04-14
15710,2157101,2015-04-11
15715,2157191,2015-04-10
15727,2157411,2015-04-10
15739,2157461,2015-04-13
15742,2157581,2015-04-13
15743,2157641,2015-04-11
15755,2157861,2015-04-13
15767,2157961,2015-04-11
15769,2158041,2015-04-15
15776,2158121,2015-04-13
15788,2158151,2015-04-13
15795,2158281,2015-04-14
15797,2158341,2015-04-11
15803,2158371,2015-04-10
15804,2158551,2015-04-14
15810,2158561,2015-04-14
15816,2158991,2015-04-14
15828,2159331,2015-04-10
15840,2159401,2015-04-10
15850,2159521,2015-04-11
15862,2159551,2015-04-10
15866,2159671,2015-04-13
15870,2159751,2015-04-13
15882,2160031,2015-04-14
15889,2160221,2015-04-19
15901,2160331,2015-04-13
15913,2160441,2015-04-14
15925,2160671,2015-04-13
15935,2160711,2015-04-14
15941,2160741,2015-04-14
15950,2160951,2015-04-13
15951,2161171,2015-04-13
15975,2161241,2015-04-14
15982,2161471,2015-04-15
15988,2161961,2015-04-14
16000,2162631,2015-04-15
16003,2162661,2015-04-23
16010,2163901,2015-04-19
16017,2164791,2015-04-13
16027,2165751,2015-04-14
16034,2166501,2015-04-15
16045,2166851,2015-04-13
16057,2167621,2015-04-14
16069,2168431,2015-04-13
16074,2168771,2015-04-15
16086,2168861,2015-04-15
16087,2169251,2015-04-15
16094,2169391,2015-04-13
16106,2169641,2015-04-13
16109,2170091,2015-04-13
16115,2171981,2015-04-15
16123,2172361,2015-04-18
16133,2173131,2015-04-14
16143,2173291,2015-04-14
16149,2173671,2015-04-14
16155,2173761,2015-04-14
16162,2173771,2015-04-17
16173,2174091,2015-04-14
16174,2174101,2015-04-15
16180,2174471,2015-04-14
16183,2174811,2015-04-14
16189,2175131,2015-04-21
16195,2175141,2015-04-15
16202,2175291,2015-04-13
16206,2175361,2015-04-15
16218,2175461,2015-04-13
16230,2175531,2015-04-16
16232,2175541,2015-04-15
16235,2175621,2015-04-14
16239,2176121,2015-04-15
16245,2176201,2015-04-13
16251,2176901,2015-04-15
16263,2176961,2015-04-15
16275,2178871,2015-04-15
16281,2179141,2015-04-15
16287,2179191,2015-04-15
16296,2179251,2015-04-15
16300,2179431,2015-04-15
16306,2179621,2015-04-15
16309,2179801,2015-04-13
16321,2179821,2015-04-15
16325,2179921,2015-04-14
16332,2179931,2015-04-20
16337,2179991,2015-04-15
16341,2180211,2015-04-13
16353,2180501,2015-04-15
16359,2180721,2015-04-13
16368,2180851,2015-04-15
16375,2181091,2015-04-15
16377,2181131,2015-04-14
16389,2181701,2015-04-13
16399,2181731,2015-04-13
16411,2181831,2015-04-15
16417,2182091,2015-04-17
16424,2182101,2015-04-15
16431,2182231,2015-04-13
16436,2182371,2015-04-13
16448,2182401,2015-04-16
16454,2182701,2015-04-22
16455,2182891,2015-04-17
16462,2183061,2015-04-17
16469,2183111,2015-04-15
16481,2183481,2015-04-13
16499,2183541,2015-04-13
16504,2184121,2015-04-15
16509,2184311,2015-04-15
16513,2184771,2015-04-18
16525,2185051,2015-04-18
16537,2185271,2015-04-15
16543,2185851,2015-04-16
16549,2187431,2015-04-16
16556,2187941,2015-04-14
16568,2188061,2015-04-16
16580,2188611,2015-04-16
16587,2188631,2015-04-14
16599,2188661,2015-04-18
16606,2188841,2015-04-15
16612,2188961,2015-04-14
16620,2189211,2015-04-21
16627,2189531,2015-04-15
16631,2189791,2015-04-18
16637,2189981,2015-04-17
16649,2190061,2015-04-16
16654,2190121,2015-04-24
16656,2190261,2015-04-14
16668,2190301,2015-04-16
16670,2190391,2015-04-16
16682,2190401,2015-04-23
16694,2190461,2015-04-17
16706,2190721,2015-04-17
16718,2190961,2015-04-17
16725,2191041,2015-04-17
16737,2191061,2015-04-15
16743,2191071,2015-04-16
16749,2191131,2015-04-16
16760,2191151,2015-04-15
16784,2191311,2015-04-20
16788,2191341,2015-04-16
16794,2191371,2015-04-17
16818,2191931,2015-04-29
16829,2192041,2015-04-21
16835,2192361,2015-04-16
16847,2192691,2015-04-20
16853,2192931,2015-04-17
16865,2192981,2015-04-16
16871,2193921,2015-04-17
16883,2196321,2015-04-24
16889,2196371,2015-04-15
16901,2196391,2015-04-18
16913,2196421,2015-04-17
16915,2196461,2015-04-17
16927,2196841,2015-04-23
16938,2196911,2015-04-18
16944,2197411,2015-04-17
16948,2197431,2015-04-17
16952,2197711,2015-04-19
16964,2197801,2015-04-17
16969,2197881,2015-04-16
16976,2197921,2015-04-16
16988,2198161,2015-04-18
17000,2198331,2015-04-16
17006,2198501,2015-04-16
17009,2198541,2015-04-17
17015,2198771,2015-04-16
17020,2198801,2015-04-17
17023,2198851,2015-04-16
17028,2198971,2015-04-21
17035,2199071,2015-04-19
17037,2199501,2015-04-17
17049,2199571,2015-04-18
17059,2199681,2015-04-20
17068,2199791,2015-04-16
17080,2199921,2015-04-16
17090,2199981,2015-04-16
17102,2200141,2015-04-15
17114,2200151,2015-04-15
17126,2200161,2015-04-19
17138,2200231,2015-04-16
17144,2200261,2015-04-17
17148,2200461,2015-04-18
17160,2200481,2015-04-21
17167,2200531,2015-04-15
17174,2200971,2015-04-16
17183,2201021,2015-04-17
17195,2201121,2015-04-20
17202,2201261,2015-04-28
17214,2201461,2015-04-18
17220,2201611,2015-04-17
17223,2201731,2015-04-18
17229,2201901,2015-04-19
17231,2202091,2015-04-19
17243,2202141,2015-04-16
17245,2202341,2015-04-18
17257,2202541,2015-04-18
17269,2202561,2015-04-17
17281,2204081,2015-04-18
17290,2204371,2015-04-18
17301,2204461,2015-04-16
17313,2204981,2015-04-16
17319,2205371,2015-04-19
17326,2205391,2015-04-25
17338,2205431,2015-04-20
17345,2205571,2015-04-20
17346,2205811,2015-04-17
17352,2205861,2015-04-19
17364,2206251,2015-04-21
17369,2206281,2015-04-18
17381,2206351,2015-04-16
17393,2206391,2015-04-17
17405,2206411,2015-04-19
17411,2206631,2015-04-16
17429,2207261,2015-04-16
17433,2207571,2015-04-21
17434,2207701,2015-04-17
17443,2207871,2015-04-20
17449,2207901,2015-04-18
17452,2207951,2015-04-20
17459,2208161,2015-04-19
17463,2208261,2015-04-20
17465,2208311,2015-04-18
17469,2208431,2015-04-20
17475,2208521,2015-04-17
17482,2208651,2015-04-17
17486,2208661,2015-04-17
17492,2208771,2015-04-17
17494,2208781,2015-04-18
17506,2209081,2015-04-25
17518,2209191,2015-04-18
17525,2209201,2015-04-18
17531,2209301,2015-04-17
17543,2209381,2015-04-19
17549,2209541,2015-04-17
17555,2209601,2015-04-17
17561,2209831,2015-04-20
17567,2209841,2015-04-17
17568,2210091,2015-04-21
17569,2210341,2015-04-17
17576,2210401,2015-04-18
17579,2210451,2015-04-20
17586,2210891,2015-04-21
17600,2212431,2015-04-21
17602,2212641,2015-04-21
17608,2213121,2015-04-29
17616,2213281,2015-04-22
17628,2213741,2015-04-22
17634,2213751,2015-04-17
17636,2213761,2015-04-20
17639,2214021,2015-04-18
17644,2214111,2015-04-20
17645,2214161,2015-04-22
17651,2214341,2015-04-20
17657,2214501,2015-04-19
17660,2215011,2015-04-17
17666,2215041,2015-04-20
17673,2215051,2015-04-20
17679,2215151,2015-04-20
17685,2215161,2015-04-23
17691,2215271,2015-04-18
17697,2215321,2015-04-21
17703,2215451,2015-04-21
17715,2215681,2015-04-19
17727,2215731,2015-04-23
17734,2215771,2015-04-20
17750,2215861,2015-04-18
17756,2216041,2015-04-22
17763,2216461,2015-04-21
17765,2216571,2015-04-29
17777,2216881,2015-04-20
17783,2217041,2015-04-24
17807,2217151,2015-04-20
17810,2217281,2015-04-21
17816,2218101,2015-04-20
17817,2218801,2015-04-18
17823,2220051,2015-04-18
17830,2220241,2015-04-20
17840,2220431,2015-04-20
17843,2220551,2015-04-19
17846,2220731,2015-04-23
17853,2220841,2015-04-20
17865,2221721,2015-04-19
17868,2221941,2015-04-22
17875,2222371,2015-04-21
17887,2222601,2015-04-28
17893,2222631,2015-04-21
17896,2222641,2015-04-20
17908,2222971,2015-04-22
17914,2222991,2015-04-20
17921,2224661,2015-04-21
17925,2225201,2015-04-22
17931,2225451,2015-04-25
17932,2226781,2015-04-20
17938,2227131,2015-04-22
17944,2227581,2015-04-21
17946,2227621,2015-04-27
17949,2228231,2015-04-22
17954,2228711,2015-04-20
17955,2229641,2015-04-21
17967,2230011,2015-04-20
17970,2230151,2015-04-20
17977,2231801,2015-04-20
17983,2231821,2015-04-22
17988,2231881,2015-04-23
17994,2232501,2015-04-21
17997,2232731,2015-04-20
18003,2232741,2015-04-23
18015,2233211,2015-04-24
18018,2233941,2015-04-24
18030,2234741,2015-04-21
18033,2234771,2015-04-22
18043,2234911,2015-04-21
18055,2234971,2015-04-20
18067,2235031,2015-04-20
18079,2235041,2015-04-21
18083,2235071,2015-04-23
18095,2235481,2015-04-29
18099,2235601,2015-04-20
18104,2235701,2015-04-23
18108,2235801,2015-04-21
18111,2235981,2015-04-20
18117,2236271,2015-04-26
18124,2236361,2015-04-20
18131,2236701,2015-04-22
18137,2236871,2015-04-25
18143,2236891,2015-04-21
18148,2237151,2015-04-22
18154,2237161,2015-04-22
18155,2237461,2015-04-21
18161,2237801,2015-04-26
18173,2238081,2015-04-22
18179,2238291,2015-04-22
18185,2238321,2015-04-20
18197,2238501,2015-04-23
18209,2238661,2015-04-20
18216,2238831,2015-04-21
18222,2238961,2015-04-23
18231,2239131,2015-04-21
18242,2239551,2015-04-22
18248,2239811,2015-04-21
18254,2239831,2015-04-22
18257,2240101,2015-04-22
18269,2240231,2015-04-22
18277,2240321,2015-04-22
18280,2240421,2015-04-22
18285,2240691,2015-04-26
18290,2240901,2015-04-22
18293,2241231,2015-04-22
18295,2241491,2015-04-23
18301,2243551,2015-04-22
18307,2243621,2015-04-27
18314,2243751,2015-04-23
18325,2243901,2015-04-22
18337,2244121,2015-04-30
18341,2244461,2015-04-23
18347,2244481,2015-04-26
18354,2244531,2015-04-22
18359,2244561,2015-04-22
18362,2244571,2015-04-23
18369,2244921,2015-04-23
18372,2245451,2015-04-22
18379,2245491,2015-04-22
18381,2245551,2015-04-22
18386,2245571,2015-04-22
18389,2246341,2015-04-21
18396,2246461,2015-04-23
18404,2246791,2015-04-28
18410,2246831,2015-04-25
18421,2246891,2015-04-22
18427,2247011,2015-04-22
18445,2247021,2015-04-29
18457,2247091,2015-04-26
18466,2247181,2015-04-30
18478,2247331,2015-04-25
18490,2247351,2015-04-22
18492,2247551,2015-04-25
18504,2247801,2015-04-23
18509,2247851,2015-04-30
18518,2247911,2015-04-22
18521,2247921,2015-04-24
18528,2247941,2015-04-24
18547,2248001,2015-04-22
18559,2248101,2015-04-21
18566,2248121,2015-04-26
18573,2248171,2015-04-25
18591,2248371,2015-04-28
18609,2248471,2015-04-24
18626,2248761,2015-04-24
18633,2248831,2015-04-25
18636,2249041,2015-04-29
18648,2249081,2015-04-23
18652,2249201,2015-04-24
18657,2249431,2015-04-22
18660,2251851,2015-04-29
18667,2252521,2015-04-22
18685,2252991,2015-04-23
18697,2253181,2015-04-22
18709,2253231,2015-04-26
18726,2253581,2015-04-24
18732,2253611,2015-04-24
18736,2254051,2015-04-22
18745,2254191,2015-04-23
18767,2254631,2015-04-23
18773,2254861,2015-04-25
18780,2255071,2015-04-27
18792,2255251,2015-04-23
18795,2255401,2015-04-27
18801,2255461,2015-04-26
18808,2255611,2015-04-24
18815,2256041,2015-04-25
18829,2256831,2015-04-24
18835,2256901,2015-04-22
18847,2257011,2015-04-24
18850,2257061,2015-04-24
18856,2257071,2015-04-24
18859,2257121,2015-04-27
18865,2257181,2015-04-24
18870,2257261,2015-04-24
18888,2257311,2015-04-24
18912,2257671,2015-04-27
18917,2257731,2015-04-26
18936,2257841,2015-04-29
18942,2257921,2015-04-26
18954,2258061,2015-04-24
18960,2258431,2015-04-25
18978,2258531,2015-04-24
19002,2258541,2015-04-27
19005,2259411,2015-04-26
19012,2259821,2015-04-26
19024,2260301,2015-04-24
19031,2262161,2015-04-26
19043,2262951,2015-04-29
19055,2262991,2015-04-27
19062,2263191,2015-04-28
19068,2263201,2015-04-24
19080,2263321,2015-04-24
19083,2263381,2015-04-26
19091,2263521,2015-04-24
19103,2263621,2015-04-24
19122,2263881,2015-04-24
19125,2263891,2015-04-27
19132,2263921,2015-04-27
19148,2264211,2015-04-24
19153,2264381,2015-04-28
19165,2264681,2015-04-24
19172,2264801,2015-04-26
19184,2264951,2015-04-23
19199,2265321,2015-04-27
19217,2265571,2015-04-26
19228,2265641,2015-04-24
19240,2266101,2015-04-27
19243,2266191,2015-04-29
19255,2266341,2015-04-25
19267,2266351,2015-04-24
19279,2266681,2015-04-28
19291,2267001,2015-04-27
19296,2267181,2015-04-27
19303,2267431,2015-04-27
19315,2267451,2015-04-28
19327,2267931,2015-04-27
19333,2268021,2015-04-27
19345,2268221,2015-04-24
19351,2268371,2015-04-24
19354,2268571,2015-04-28
19366,2271501,2015-04-28
19369,2271691,2015-04-27
19381,2272021,2015-04-26
19405,2272731,2015-04-29
19442,2274651,2015-04-30
19472,2274951,2015-04-26
19514,2276091,2015-04-27
19520,2276111,2015-04-30
19532,2276121,2015-04-24
19538,2276161,2015-04-27
19562,2276181,2015-04-29
19580,2276421,2015-04-27
19592,2276531,2015-04-27
19599,2276831,2015-04-27
19659,2279661,2015-04-28
19666,2279931,2015-04-29
19678,2281241,2015-04-27
19681,2281741,2015-04-27
19690,2283361,2015-04-30
19696,2283741,2015-04-28
19703,2283861,2015-04-29
19710,2283871,2015-04-28
19729,2284281,2015-04-26
19741,2285071,2015-04-27
19753,2285281,2015-04-27
19824,2289961,2015-04-30
19830,2289971,2015-04-27
19864,2292141,2015-04-28
19897,2292991,2015-04-28
19904,2293221,2015-04-27
19916,2293441,2015-04-29
19940,2293531,2015-04-29
19947,2294001,2015-04-27
19954,2294771,2015-04-27
19986,2297221,2015-04-27
19992,2297321,2015-04-27
20004,2297651,2015-04-27
20024,2297881,2015-04-27
20032,2298081,2015-04-29
20052,2299511,2015-04-29
20088,2299571,2015-04-29
20100,2299771,2015-04-27
20105,2299901,2015-04-29
20119,2300461,2015-04-29
20164,2301571,2015-04-30
20171,2301581,2015-04-28
20175,2301731,2015-04-29
20182,2301791,2015-04-30
20192,2301891,2015-04-28
20238,2302631,2015-04-29
20262,2302771,2015-04-28
20293,2303101,2015-04-29
20299,2303121,2015-04-30
20305,2303251,2015-04-29
20317,2303281,2015-04-29
20330,2303891,2015-04-30
20333,2304031,2015-04-30
20355,2304811,2015-04-29
20381,2305701,2015-04-29
20419,2307771,2015-04-30
20437,2307861,2015-04-30
20455,2308211,2015-04-28
20462,2308401,2015-04-30
20471,2309371,2015-04-30
20483,2309771,2015-04-29
20495,2310141,2015-04-29
20531,2310281,2015-04-29
20567,2310621,2015-04-30
20582,2311251,2015-04-30
20594,2312331,2015-04-29
20601,2312361,2015-04-29
20616,2312551,2015-04-30
20628,2312561,2015-04-29
20652,2312571,2015-04-29
20664,2312681,2015-04-29
20685,2313031,2015-04-29
20692,2313181,2015-04-28
20699,2313311,2015-04-29
20707,2317761,2015-04-30
20719,2317991,2015-04-30
20749,2319561,2015-04-30
20751,2319591,2015-04-30
20758,2319681,2015-04-30
20770,2319871,2015-04-29
20806,2320611,2015-04-30
20820,2321391,2015-04-30
20832,2321491,2015-04-30
20836,2321571,2015-04-30
20883,2322131,2015-04-30
20948,2326781,2015-04-30
20999,2327201,2015-04-30
21025,2328031,2015-04-30
21047,2328971,2015-04-30
21148,2331411,2015-04-30
21160,2331441,2015-04-30
